Scaffold	start_pos	end_pos	intergenic_length	upstream_gene	downstream_gene
ptg000001l	3293700	3370180	76480	g_23932	g_28225
ptg000001l	3386965	3393705	6740	g_28225	g_31679
ptg000001l	3395339	3430443	35104	g_31679	g_5443
ptg000001l	3431060	3441723	10663	g_5443	g_31164
ptg000001l	3442022	3535502	93480	g_31164	g_20454
ptg000001l	3536515	3542569	6054	g_20454	g_22523
ptg000001l	3543705	3551732	8027	g_22523	g_16323
ptg000001l	3553377	3570682	17305	g_16323	g_1300
ptg000001l	3570891	3615787	44896	g_1300	g_5685
ptg000001l	3632009	3647361	15352	g_5685	g_19588
ptg000001l	3650168	3655412	5244	g_19588	g_7821
ptg000001l	3658060	3770723	112663	g_7821	g_23218
ptg000001l	3779920	3856558	76638	g_23218	g_20295
ptg000001l	3868412	4018327	149915	g_20295	g_34926
ptg000001l	4027030	4029506	2476	g_34926	g_18721
ptg000001l	4034802	4038605	3803	g_18721	g_20075
ptg000001l	4042459	4044139	1680	g_20075	g_35405
ptg000001l	4049601	4149060	99459	g_35405	g_26859
ptg000001l	4149272	4149572	300	g_26859	g_28580
ptg000001l	4157351	4171970	14619	g_28580	g_17835
ptg000001l	4172464	4231667	59203	g_17835	g_12908
ptg000001l	4232059	4238824	6765	g_12908	g_28260
ptg000001l	4252004	4254099	2095	g_28260	g_18563
ptg000001l	4263619	4271560	7941	g_18563	g_39922
ptg000001l	4274353	4276781	2428	g_39922	g_1281
ptg000001l	4288278	4295364	7086	g_1281	g_31699
ptg000001l	4325196	4332077	6881	g_31699	g_528
ptg000001l	4334343	4368076	33733	g_528	g_3966
ptg000001l	4383831	4407161	23330	g_3966	g_33307
ptg000001l	4408994	4451383	42389	g_33307	g_23462
ptg000001l	4462737	4529461	66724	g_23462	g_12081
ptg000001l	4535779	4536536	757	g_12081	g_38643
ptg000001l	4536784	4547204	10420	g_38643	g_13083
ptg000001l	4549297	4596084	46787	g_13083	g_28408
ptg000001l	4597814	4609332	11518	g_28408	g_2000
ptg000001l	4613699	4621367	7668	g_2000	g_27239
ptg000001l	4624567	4660336	35769	g_27239	g_20794
ptg000001l	4675432	4798301	122869	g_20794	g_4543
ptg000001l	4800128	4819724	19596	g_4543	g_30851
ptg000001l	4833676	4844783	11107	g_30851	g_26378
ptg000001l	4858393	4877497	19104	g_26378	g_38470
ptg000001l	4888230	4927451	39221	g_9377	g_624
ptg000001l	4928215	4942544	14329	g_624	g_25471
ptg000001l	4943341	4943867	526	g_25471	g_9255
ptg000001l	4944115	4971837	27722	g_9255	g_5205
ptg000001l	4975185	4976395	1210	g_5205	g_4590
ptg000001l	4979104	4979801	697	g_4590	g_3660
ptg000001l	4984228	4986857	2629	g_3660	g_9596
ptg000001l	4991466	4994648	3182	g_9596	g_14614
ptg000001l	4996986	4999654	2668	g_14614	g_12964
ptg000001l	5005568	5007167	1599	g_12964	g_17313
ptg000001l	5009909	5014993	5084	g_17313	g_33698
ptg000001l	5018203	5018298	95	g_33698	g_9143
ptg000001l	5020689	5022003	1314	g_9143	g_16151
ptg000001l	5058100	5066370	8270	g_16151	g_39943
ptg000001l	5088196	5093837	5641	g_39943	g_2446
ptg000001l	5101376	5105521	4145	g_2446	g_1051
ptg000001l	5105754	5112118	6364	g_1051	g_37979
ptg000001l	5113113	5123000	9887	g_37979	g_13179
ptg000001l	5124497	5135593	11096	g_13179	g_10591
ptg000001l	5146086	5153720	7634	g_10591	g_10552
ptg000001l	5158319	5160549	2230	g_10552	g_18583
ptg000001l	5167944	5172649	4705	g_18583	g_34481
ptg000001l	5175473	5176599	1126	g_34481	g_2488
ptg000001l	5184429	5185545	1116	g_2488	g_39945
ptg000001l	5187722	5198743	11021	g_39945	g_39946
ptg000001l	5208017	5209139	1122	g_39946	g_35595
ptg000001l	5229418	5233126	3708	g_35595	g_6320
ptg000001l	5243408	5247884	4476	g_6320	g_3871
ptg000001l	5248138	5268460	20322	g_3871	g_30972
ptg000001l	5269912	5276096	6184	g_30972	g_9215
ptg000001l	5277463	5285626	8163	g_9215	g_20387
ptg000001l	5307125	5308492	1367	g_20387	g_19865
ptg000001l	5310524	5311924	1400	g_19865	g_9885
ptg000001l	5315534	5317927	2393	g_9885	g_9571
ptg000001l	5340912	5368781	27869	g_9571	g_21557
ptg000001l	5381489	5385493	4004	g_21557	g_14990
ptg000001l	5398359	5398838	479	g_14990	g_19154
ptg000001l	5404783	5406279	1496	g_19154	g_6275
ptg000001l	5409158	5496620	87462	g_6275	g_26037
ptg000001l	5498477	5506833	8356	g_26037	g_14798
ptg000001l	5509390	5513089	3699	g_14798	g_3262
ptg000001l	5520256	5522011	1755	g_3262	g_309
ptg000001l	5529667	5534113	4446	g_309	g_14969
ptg000001l	5543009	5566265	23256	g_14969	g_19332
ptg000001l	5574002	5583494	9492	g_39612	g_24082
ptg000001l	5585206	5586800	1594	g_24082	g_20606
ptg000001l	5587051	5627309	40258	g_20606	g_28822
ptg000001l	5627512	5672275	44763	g_28822	g_12671
ptg000001l	5679894	5696975	17081	g_12671	g_29590
ptg000001l	5699118	5709652	10534	g_29590	g_4839
ptg000001l	5710918	5716506	5588	g_4839	g_25976
ptg000001l	5717901	5721899	3998	g_25976	g_8205
ptg000001l	5723638	5725822	2184	g_8205	g_10455
ptg000001l	5727129	5739785	12656	g_10455	g_4176
ptg000001l	5741113	5750055	8942	g_4176	g_7727
ptg000001l	5751674	5795399	43725	g_7727	g_24477
ptg000001l	5795881	5847258	51377	g_24477	g_17080
ptg000001l	5850457	5854433	3976	g_17080	g_24972
ptg000001l	5860704	5932643	71939	g_24972	g_19040
ptg000001l	5933049	5943371	10322	g_19040	g_6577
ptg000001l	5969046	5992609	23563	g_6577	g_1015
ptg000001l	5992995	5997785	4790	g_1015	g_1887
ptg000001l	6020402	6021650	1248	g_1887	g_37103
ptg000001l	6022729	6026109	3380	g_37103	g_15967
ptg000001l	6032849	6035630	2781	g_15967	g_31412
ptg000001l	6036797	6046268	9471	g_38523	g_9925
ptg000001l	6055636	6057960	2324	g_9925	g_18007
ptg000001l	6110100	6141168	31068	g_18007	g_40140
ptg000001l	6152871	6154262	1391	g_40140	g_15142
ptg000001l	6160984	6171211	10227	g_15142	g_31889
ptg000001l	6171471	6199583	28112	g_31889	g_8603
ptg000001l	6207418	6207565	147	g_8603	g_28411
ptg000001l	6207792	6212641	4849	g_28411	g_3343
ptg000001l	6220512	6231448	10936	g_3343	g_38451
ptg000001l	6232197	6287277	55080	g_38451	g_26604
ptg000001l	6287828	6318688	30860	g_26604	g_7947
ptg000001l	6324869	6327175	2306	g_7947	g_39953
ptg000001l	6338249	6341022	2773	g_39953	g_2875
ptg000001l	6341896	6347251	5355	g_2875	g_40162
ptg000001l	6348799	6351193	2394	g_40162	g_16733
ptg000001l	6351489	6415085	63596	g_16733	g_11616
ptg000001l	6415810	6433786	17976	g_11616	g_28928
ptg000001l	6437418	6440060	2642	g_28928	g_19966
ptg000001l	6443735	6464284	20549	g_19966	g_37057
ptg000001l	6484647	6551057	66410	g_37057	g_24870
ptg000001l	6553492	6595332	41840	g_24870	g_38774
ptg000001l	6607258	6663288	56030	g_12323	g_17437
ptg000001l	6666190	6680445	14255	g_17437	g_2447
ptg000001l	6692453	6695484	3031	g_2447	g_24809
ptg000001l	6705451	6792176	86725	g_24809	g_13732
ptg000001l	6792715	6816549	23834	g_13732	g_35536
ptg000001l	6823554	6826084	2530	g_35536	g_21758
ptg000001l	6826692	6840688	13996	g_21758	g_7422
ptg000001l	6851511	6886411	34900	g_7422	g_20978
ptg000001l	6891299	6905429	14130	g_20978	g_2506
ptg000001l	6921048	6931704	10656	g_2506	g_29748
ptg000001l	6938752	6941334	2582	g_29748	g_34571
ptg000001l	6947211	7059381	112170	g_34571	g_28729
ptg000001l	7064328	7127124	62796	g_28729	g_19684
ptg000001l	7141932	7168628	26696	g_19684	g_19985
ptg000001l	7170882	7195056	24174	g_19985	g_24471
ptg000001l	7196192	7210014	13822	g_24471	g_29851
ptg000001l	7211284	7212361	1077	g_29851	g_26824
ptg000001l	7213635	7214699	1064	g_26824	g_11356
ptg000001l	7215867	7217060	1193	g_11356	g_31132
ptg000001l	7218333	7219412	1079	g_31132	g_8921
ptg000001l	7220700	7221781	1081	g_8921	g_21306
ptg000001l	7223054	7224157	1103	g_21306	g_29678
ptg000001l	7225958	7227027	1069	g_29678	g_19584
ptg000001l	7228291	7235549	7258	g_19584	g_8183
ptg000001l	7236813	7250196	13383	g_8183	g_30056
ptg000001l	7250570	7258487	7917	g_30056	g_36624
ptg000001l	7271586	7273793	2207	g_36624	g_6501
ptg000001l	7278583	7280495	1912	g_6501	g_31150
ptg000001l	7280827	7299929	19102	g_31150	g_14158
ptg000001l	7302055	7315893	13838	g_14158	g_25243
ptg000001l	7340418	7349147	8729	g_25243	g_40191
ptg000001l	7350580	7377229	26649	g_40191	g_18731
ptg000001l	7383257	7385257	2000	g_18731	g_270
ptg000001l	7391863	7393729	1866	g_270	g_16694
ptg000001l	7394004	7442616	48612	g_16694	g_22350
ptg000001l	7446373	7450553	4180	g_22350	g_33435
ptg000001l	7451686	7476017	24331	g_33435	g_22231
ptg000001l	7477264	7535259	57995	g_22231	g_5096
ptg000001l	7553727	7556337	2610	g_5096	g_690
ptg000001l	7560808	7569794	8986	g_690	g_8174
ptg000001l	7577580	7608024	30444	g_8174	g_29624
ptg000001l	7615979	7628994	13015	g_29624	g_21823
ptg000001l	7634841	7659418	24577	g_21823	g_25912
ptg000001l	7665637	7667681	2044	g_25912	g_331
ptg000001l	7672733	7673633	900	g_331	g_12387
ptg000001l	7678547	7758353	79806	g_12387	g_17365
ptg000001l	7758658	7888021	129363	g_17365	g_16113
ptg000001l	7889076	7892332	3256	g_16113	g_27453
ptg000001l	7894551	7923526	28975	g_27453	g_34919
ptg000001l	8006879	8077379	70500	g_34919	g_2512
ptg000001l	8112722	8147716	34994	g_2512	g_4746
ptg000001l	8164435	8166245	1810	g_4746	g_2280
ptg000001l	8169616	8174106	4490	g_2280	g_25186
ptg000001l	8179879	8182117	2238	g_25186	g_23722
ptg000001l	8184302	8186319	2017	g_23722	g_22305
ptg000001l	8189829	8193205	3376	g_22305	g_3448
ptg000001l	8194556	8203389	8833	g_3448	g_5964
ptg000001l	8205651	8236620	30969	g_5964	g_21132
ptg000001l	8242987	8295262	52275	g_21132	g_26226
ptg000001l	8299324	8320062	20738	g_26226	g_9536
ptg000001l	8327475	8329911	2436	g_9536	g_24994
ptg000001l	8333637	8338915	5278	g_24994	g_29027
ptg000001l	8342084	8344608	2524	g_29027	g_3541
ptg000001l	8355021	8388131	33110	g_3541	g_23994
ptg000001l	8394260	8395619	1359	g_23994	g_29886
ptg000001l	8398454	8402656	4202	g_29886	g_36574
ptg000001l	8405451	8409383	3932	g_36574	g_39018
ptg000001l	8409826	8416402	6576	g_39018	g_5587
ptg000001l	8417613	8417702	89	g_5587	g_4631
ptg000001l	8418328	8424863	6535	g_4631	g_31707
ptg000001l	8433446	8455076	21630	g_31707	g_20048
ptg000001l	8468472	8471620	3148	g_20048	g_34587
ptg000001l	8483480	8488017	4537	g_34587	g_22379
ptg000001l	8491487	8494818	3331	g_22379	g_18146
ptg000001l	8499444	8500626	1182	g_18146	g_1767
ptg000001l	8509871	8520546	10675	g_1767	g_34416
ptg000001l	8526425	8527357	932	g_34416	g_12108
ptg000001l	8533541	8533918	377	g_12108	g_8990
ptg000001l	8535719	8545118	9399	g_39079	g_27599
ptg000001l	8554316	8566571	12255	g_27599	g_9801
ptg000001l	8566997	8567535	538	g_9801	g_31392
ptg000001l	8576024	8616196	40172	g_31392	g_18797
ptg000001l	8625914	8627490	1576	g_18797	g_36037
ptg000001l	8635547	8636247	700	g_36037	g_35389
ptg000001l	8639431	8645079	5648	g_35389	g_4467
ptg000001l	8658561	8686067	27506	g_4467	g_34981
ptg000001l	8687440	8693311	5871	g_34981	g_28128
ptg000001l	8696299	8697291	992	g_28128	g_22348
ptg000001l	8698320	8706387	8067	g_22348	g_14544
ptg000001l	8711673	8712359	686	g_14544	g_26676
ptg000001l	8717200	8749774	32574	g_26676	g_19123
ptg000001l	8778380	8780968	2588	g_19123	g_8428
ptg000001l	8783860	8785114	1254	g_8428	g_40044
ptg000001l	8787408	8806301	18893	g_40044	g_40137
ptg000001l	8810483	8812470	1987	g_40137	g_14812
ptg000001l	8833729	8839411	5682	g_14812	g_2769
ptg000001l	8853827	8888714	34887	g_2769	g_35823
ptg000001l	8889022	8897567	8545	g_35823	g_18149
ptg000001l	8918070	8939299	21229	g_18149	g_12189
ptg000001l	8941232	8956938	15706	g_12189	g_30758
ptg000001l	8957528	8982927	25399	g_30758	g_33533
ptg000001l	8983634	9050229	66595	g_33533	g_18737
ptg000001l	9050522	9067156	16634	g_18737	g_30656
ptg000001l	9070277	9088736	18459	g_30656	g_22040
ptg000001l	9089074	9122066	32992	g_22040	g_35959
ptg000001l	9122404	9147677	25273	g_35959	g_1667
ptg000001l	9153567	9157897	4330	g_1667	g_1517
ptg000001l	9160242	9165779	5537	g_1517	g_23620
ptg000001l	9181444	9200220	18776	g_23620	g_26652
ptg000001l	9200498	9216167	15669	g_26652	g_12244
ptg000001l	9217781	9321386	103605	g_12244	g_21316
ptg000001l	9323082	9364049	40967	g_21316	g_12821
ptg000001l	9364267	9389498	25231	g_12821	g_3072
ptg000001l	9432423	9448391	15968	g_3072	g_17056
ptg000001l	9465503	9498380	32877	g_17056	g_14026
ptg000001l	9515113	9532941	17828	g_14026	g_2039
ptg000001l	9534133	9548554	14421	g_2039	g_36368
ptg000001l	9552182	9555273	3091	g_36368	g_19138
ptg000001l	9576059	9579666	3607	g_19138	g_13606
ptg000001l	9581113	9582429	1316	g_13606	g_25169
ptg000001l	9602433	9645891	43458	g_25169	g_31368
ptg000001l	9646598	9660134	13536	g_31368	g_24675
ptg000001l	9660352	9673068	12716	g_24675	g_6078
ptg000001l	9673289	9686138	12849	g_6078	g_210
ptg000001l	9688348	9760796	72448	g_210	g_31409
ptg000001l	9769706	9790973	21267	g_31409	g_25646
ptg000001l	9791185	9803887	12702	g_25646	g_32656
ptg000001l	9808677	9821839	13162	g_32656	g_22891
ptg000001l	9825427	9846933	21506	g_22891	g_5450
ptg000001l	9848312	9854204	5892	g_5450	g_9880
ptg000001l	9867466	9870018	2552	g_9880	g_25617
ptg000001l	9875514	9878947	3433	g_25617	g_24523
ptg000001l	9885814	9931101	45287	g_24523	g_31931
ptg000001l	9933128	9991825	58697	g_31931	g_23832
ptg000001l	9992811	9995754	2943	g_23832	g_32477
ptg000001l	10015260	10017205	1945	g_32477	g_1020
ptg000001l	10032062	10033854	1792	g_1020	g_21656
ptg000001l	10044707	10045452	745	g_21656	g_16689
ptg000001l	10047581	10050688	3107	g_16689	g_28232
ptg000001l	10059202	10071742	12540	g_28232	g_21319
ptg000001l	10074254	10124273	50019	g_21319	g_36750
ptg000001l	10125688	10130100	4412	g_36750	g_35739
ptg000001l	10130390	10141329	10939	g_35739	g_19636
ptg000001l	10157791	10162704	4913	g_19636	g_7766
ptg000001l	10172881	10192715	19834	g_7766	g_6142
ptg000001l	10209185	10263458	54273	g_6142	g_10439
ptg000001l	10267148	10355901	88753	g_10439	g_9219
ptg000001l	10356653	10377238	20585	g_9219	g_9807
ptg000001l	10378224	10384748	6524	g_9807	g_22283
ptg000001l	10388125	10422677	34552	g_22283	g_4293
ptg000001l	10435633	10542951	107318	g_4293	g_21029
ptg000001l	10553505	10582814	29309	g_21029	g_17802
ptg000001l	10587581	10592332	4751	g_17802	g_4876
ptg000001l	10605003	10631955	26952	g_4876	g_13221
ptg000001l	10643296	10648165	4869	g_13221	g_4107
ptg000001l	10655247	10663483	8236	g_4107	g_12867
ptg000001l	10682713	10687266	4553	g_12867	g_25245
ptg000001l	10693332	10697066	3734	g_25245	g_18014
ptg000001l	10698638	10711386	12748	g_18014	g_12446
ptg000001l	10717493	10719046	1553	g_12446	g_40113
ptg000001l	10722481	10723001	520	g_40113	g_23157
ptg000001l	10730853	10836984	106131	g_23157	g_8002
ptg000001l	10855869	10899536	43667	g_8002	g_7994
ptg000001l	10899982	11033649	133667	g_7994	g_6118
ptg000001l	11034074	11106135	72061	g_6118	g_25922
ptg000001l	11120442	11369318	248876	g_25922	g_38138
ptg000001l	11393978	11411253	17275	g_38138	g_35641
ptg000001l	11411510	11469212	57702	g_35641	g_1372
ptg000001l	11473544	11623725	150181	g_1372	g_20242
ptg000001l	11629000	11732445	103445	g_20242	g_17972
ptg000001l	11732663	11736212	3549	g_17972	g_23911
ptg000001l	11737129	11739579	2450	g_23911	g_21697
ptg000001l	11739959	11746891	6932	g_21697	g_34569
ptg000001l	11756468	11793554	37086	g_34569	g_8028
ptg000001l	11797712	11893461	95749	g_8028	g_31231
ptg000001l	11906166	11908120	1954	g_31231	g_8441
ptg000001l	11918665	11923437	4772	g_8441	g_694
ptg000001l	11927587	11928811	1224	g_694	g_18750
ptg000001l	11940350	12020318	79968	g_18750	g_154
ptg000001l	12020755	12135869	115114	g_154	g_34484
ptg000001l	12137897	12158134	20237	g_34484	g_3289
ptg000001l	12168236	12172587	4351	g_3289	g_27501
ptg000001l	12182024	12205902	23878	g_27501	g_5481
ptg000001l	12207677	12262292	54615	g_5481	g_18874
ptg000001l	12263500	12266434	2934	g_18874	g_30275
ptg000001l	12274823	12279938	5115	g_30275	g_6690
ptg000001l	12286060	12295758	9698	g_6690	g_16614
ptg000001l	12296000	12571574	275574	g_16614	g_8657
ptg000001l	12574832	12809531	234699	g_8657	g_21659
ptg000001l	12810199	12937409	127210	g_21659	g_37170
ptg000001l	12939326	12951375	12049	g_37170	g_15773
ptg000001l	12953029	12957871	4842	g_15773	g_14003
ptg000001l	12965469	13017146	51677	g_14003	g_2035
ptg000001l	13017934	13037608	19674	g_2035	g_39997
ptg000001l	13037817	13042954	5137	g_39997	g_5321
ptg000001l	13050219	13086365	36146	g_5321	g_10916
ptg000001l	13088915	13090572	1657	g_10916	g_6674
ptg000001l	13095165	13112588	17423	g_6674	g_15021
ptg000001l	13113364	13146450	33086	g_15021	g_14033
ptg000001l	13149056	13165938	16882	g_14033	g_37634
ptg000001l	13166174	13173479	7305	g_37634	g_12579
ptg000001l	13175444	13220420	44976	g_12579	g_3644
ptg000001l	13242376	13258631	16255	g_3644	g_9633
ptg000001l	13260331	13294349	34018	g_9633	g_6614
ptg000001l	13294939	13295084	145	g_6614	g_28217
ptg000001l	13295809	13343268	47459	g_28217	g_12094
ptg000001l	13350873	13365411	14538	g_12094	g_16573
ptg000001l	13370782	13373886	3104	g_16573	g_11212
ptg000001l	13380962	13389066	8104	g_11212	g_9727
ptg000001l	13400192	13450097	49905	g_9727	g_33418
ptg000001l	13450792	13475789	24997	g_33418	g_13096
ptg000001l	13476391	13583933	107542	g_13096	g_1563
ptg000001l	13592283	13596516	4233	g_1563	g_38045
ptg000001l	13605837	13607705	1868	g_38045	g_15663
ptg000001l	13610814	13611614	800	g_15663	g_23702
ptg000001l	13645691	13650086	4395	g_23702	g_37478
ptg000001l	13651779	13728565	76786	g_37478	g_17499
ptg000001l	13729353	13859675	130322	g_17499	g_30651
ptg000001l	13907885	13928119	20234	g_30651	g_6461
ptg000001l	13933247	13977659	44412	g_6461	g_27386
ptg000001l	13977913	14009312	31399	g_27386	g_319
ptg000001l	14016135	14046863	30728	g_319	g_1476
ptg000001l	14050754	14053584	2830	g_1476	g_26245
ptg000001l	14054246	14054989	743	g_26245	g_1858
ptg000001l	14055669	14069129	13460	g_1858	g_2906
ptg000001l	14069638	14070771	1133	g_2906	g_21518
ptg000001l	14073107	14074078	971	g_21518	g_11984
ptg000001l	14075091	14086042	10951	g_11984	g_19086
ptg000001l	14088897	14089989	1092	g_19086	g_21608
ptg000001l	14101676	14277604	175928	g_21608	g_23856
ptg000001l	14287202	14291355	4153	g_23856	g_20094
ptg000001l	14300677	14301668	991	g_20094	g_24939
ptg000001l	14305287	14319271	13984	g_24939	g_22371
ptg000001l	14324188	14338815	14627	g_22371	g_25070
ptg000001l	14339615	14454178	114563	g_25070	g_7151
ptg000001l	14454768	14620882	166114	g_7151	g_34441
ptg000001l	14736197	14746355	10158	g_34441	g_26529
ptg000001l	14751816	15089330	337514	g_26529	g_28277
ptg000001l	15089764	15104523	14759	g_28277	g_8506
ptg000001l	15111955	15124556	12601	g_8506	g_37632
ptg000001l	15127495	15205521	78026	g_37632	g_34144
ptg000001l	15208158	15312149	103991	g_34144	g_37663
ptg000001l	15312676	15362057	49381	g_37663	g_19564
ptg000001l	15385701	15424235	38534	g_19564	g_22673
ptg000001l	15425113	15439745	14632	g_22673	g_30238
ptg000001l	15442291	15453435	11144	g_30238	g_6199
ptg000001l	15455286	15467603	12317	g_6199	g_1839
ptg000001l	15474841	15562172	87331	g_1839	g_710
ptg000001l	15568600	16174240	605640	g_710	g_23139
ptg000001l	16218362	16264309	45947	g_23139	g_22823
ptg000001l	16266114	16293703	27589	g_22823	g_13237
ptg000001l	16301025	16386856	85831	g_13237	g_22094
ptg000001l	16393545	16408247	14702	g_22094	g_31563
ptg000001l	16416374	16520351	103977	g_31563	g_13985
ptg000001l	16548742	16609744	61002	g_13985	g_10157
ptg000001l	16631346	16725561	94215	g_10157	g_18435
ptg000001l	16730854	16733400	2546	g_18435	g_40187
ptg000001l	16741119	16865315	124196	g_40187	g_37141
ptg000001l	16866214	16899166	32952	g_37141	g_38399
ptg000001l	16899375	16925301	25926	g_38399	g_14506
ptg000001l	16966169	16978152	11983	g_14506	g_33509
ptg000001l	16986277	16988124	1847	g_33509	g_2869
ptg000001l	16990849	17288268	297419	g_2869	g_1068
ptg000001l	17293074	17308071	14997	g_1068	g_25990
ptg000001l	17312540	17333361	20821	g_25990	g_2185
ptg000001l	17339578	17381057	41479	g_2185	g_14890
ptg000001l	17382608	17400243	17635	g_14890	g_35642
ptg000001l	17400737	17597893	197156	g_35642	g_5104
ptg000001l	17598336	17622628	24292	g_5104	g_33458
ptg000001l	17623906	17664700	40794	g_33458	g_31054
ptg000001l	17665641	17669030	3389	g_31054	g_17998
ptg000001l	17670926	17674086	3160	g_17998	g_3135
ptg000001l	17676331	17681578	5247	g_3135	g_17701
ptg000001l	17695035	17697439	2404	g_17701	g_18551
ptg000001l	17711469	17930290	218821	g_18551	g_28426
